,title,visite,href
54,일상브이로그 | 내가 자주 가는 부산 맛집_식사 편(해운대 위주) 1탄/해운대맛집/기장맛집,조회수 10만회,https://www.youtube.com/watch?v=KC8gWBK4UG4
55,[부산맛집] 부산에서 꼭 들러야할 부산맛집 베스트8/지극히 주관적이고 냉정한 부산맛집 리뷰/ 부산맛집 추천/,조회수 10만회,https://www.youtube.com/watch?v=USyvfLoKmXE
56,부산 맛집 여기만 가면 됨 | 부산 토박이가 알려 주는 맛집 !!!,조회수 9.8만회,https://www.youtube.com/watch?v=_DktzCyUb3A
57,"지하철역안 6,500원 부산숨은밥집 매일매일메뉴가 바낍니다 부산 가성비 맛집 [거제역홀썸]",조회수 9.8만회,https://www.youtube.com/watch?v=5RD9TSr-muk
58,"부산맛집! 원나잇쏘주트립(양곱창, 돌게탕, 해물, 돼지국밥). 남포동 로컬 맛집",조회수 9.6만회,https://www.youtube.com/watch?v=Yi6eYztpmI0
59,부산 맛집 BEST 5 | 부산가면 반드시 가봐야 할 인생 맛집 추천해요,조회수 9.1만회,https://www.youtube.com/watch?v=pQkkZafvzJo
60,부산 광안리 찐 맛집 베스트5,조회수 9.1만회,https://www.youtube.com/watch?v=tRgqb6LoQVY
61,부산 여행 브이로그 (with 세쌍둥이) [여행/부산맛집/힐링/송정/광안리/민초단],조회수 8.9만회,https://www.youtube.com/watch?v=CY4ILJVHjQs
62,"[Vlog] 부산여행 브이로그 | 부산 현지인 찐맛집 투어(부산 2박 3일 여행, 맛집&카페 투어, 영도, 해운대, 해리단길, 낮술)",조회수 8.3만회,https://www.youtube.com/watch?v=34rD0wDJXsg
63,정확히 100년된 최초의 부산밀면집을 가봤습니다. 부산맛집 리뷰,조회수 7.8만회,https://www.youtube.com/watch?v=i5QojgTkjnU
64,부산맛집:) 부산송도 조개구이 코스요리 (feat.암남공원),조회수 7.8만회,https://www.youtube.com/watch?v=d8we0Ih2xsw
65,부산여행 왔으면 부산 로컬들이 먹어보고 극찬한 부산맛집 추천 BEST 7 안보면후회,조회수 7.6만회,https://www.youtube.com/watch?v=EY8all4xKuc
