,title,visite,href
36,"VLOG | 대전에 영역 표시 제대로 하고 왔습니다💃🏻 | 대전 맛집 투어+덕소 맛집, 태평소국밥 내장탕, 태영생막창, 성심당, 전주집, 오씨칼국수, 옻닭, 엽떡 먹방",조회수 2.7만회,https://www.youtube.com/watch?v=n7SxlUHeIzQ
37,4k 대전 여행의 맛집. 대전의 맛집깡패 16군데를 소개합니다. 대전의 45년 토박이가 알려주는 맛집. 맛집제보 기다립니다.,조회수 2.6만회,https://www.youtube.com/watch?v=Ve7RznT_NMY
38,[대전맛집]가성비 살발한 횟집/황금회마차/탄방동맛집/대전횟집,조회수 2.1만회,https://www.youtube.com/watch?v=BDAc2v8K4lk
39,대전 도심에서 캠핑 감성으로 삼겹살 바베큐를 먹을 수 있다면 믿겠습니까? _ 대전 맛집,조회수 1.9만회,https://www.youtube.com/watch?v=rS-Cc4PmqyM
40,[대전 출장기] 대전에선 여기만 가면 돼! #대전맛집 #여인숙카페,조회수 1.8만회,https://www.youtube.com/watch?v=Vcs9ljSf52U
41,대전맛집-23 포항식 물회 전문점 '참물회',조회수 1.7만회,https://www.youtube.com/watch?v=3QgHmMcorrw
42,백반여행 12찬의전설 한화전!! #백반여행#대전맛집#대전노포,조회수 1.7만회,https://www.youtube.com/watch?v=uS50m3OQbZY
43,대전 맛집 소고기 스테이크가 생각나는 날에 2만원만 챙기세요,조회수 1.6만회,https://www.youtube.com/watch?v=tTktM50e5so
44,대전 맛집 황소집,조회수 1.5만회,https://www.youtube.com/watch?v=texZvD9KgT4
45,"짜장면 2000원, 대전맛집, 맛은 최고! 중국 유학생도 좋아한다!",조회수 1.4만회,https://www.youtube.com/watch?v=LEywcGwryTg
46,"[널리 맛집] 대청댐 맛집, 카페 한 번에 끝내기 대청댐 데이트코스/ 대청댐 한정식 / 대전 가 볼 만한 곳",조회수 1.4만회,https://www.youtube.com/watch?v=UFDdbTPs7AI
47,[대전맛집-45]통대구뽈찜,조회수 1.4만회,https://www.youtube.com/watch?v=_vbEtbeZ0Jg
48,대전맛집/너무 감동적이였어요 !!! 월광박속낙지탕,조회수 1.3만회,https://www.youtube.com/watch?v=tPNL6Xi4Qok
49,대전맛집/겨울철 따뜻한 국물이 생각날때 연포탕,조회수 1.2만회,https://www.youtube.com/watch?v=c8faxSzfrSU
50,대전 6000원 이하 가성비 맛집 모음,조회수 1.1만회,https://www.youtube.com/watch?v=1NFVwcT4Th4
51,여기가 진짜 백반집 이다!! #대전노포#대전맛집#대전백반,조회수 1.1만회,https://www.youtube.com/watch?v=Uszzg0tBjes
52,대전 소고기맛집 BEST 5,조회수 1.1만회,https://www.youtube.com/watch?v=QrsnkOvDeWc
53,[대전맛집-49] 퓨전한식일식전문점 '맛청',조회수 1만회,https://www.youtube.com/watch?v=s9WGVgz9B6M
54,국바라밥밥디빱빱! 😛| 대전에 가면 꼭 들러봐야할 국밥 충성지 3곳 !! | 대전 맛집 3곳,조회수 1.1만회,https://www.youtube.com/watch?v=Us9Zrq_w5sw
55,"[대전맛집] 메뉴판에도 없는 히든 음식, 거기에 가성비까지ㄷㄷ",조회수 9.6천회,https://www.youtube.com/watch?v=2Wf98IwNIE0
56,대전한우맛집 다녀왔습니다(비교/백조한우.안영한우 등) 부사동 정직한하누,조회수 9.4천회,https://www.youtube.com/watch?v=pby25jF_drM
57,[대전맛집]2만원대 참치가성비 오지는집/만선/알콜과 하나가 되는집/만년동맛집,조회수 9.2천회,https://www.youtube.com/watch?v=RtDlRMXkR9U
58,아는 사람들만 안다는 대전 부대찌개 맛집,조회수 9.1천회,https://www.youtube.com/watch?v=Iwtzy3Jekjw
59,대전탑10한우고깃집ㅣ암소고집ㅣ대전맛집ㅣ영상보시면안갈수는없습니다ㅣ텅장주의,조회수 8.9천회,https://www.youtube.com/watch?v=YMzP8E69wbw
60,[레즈커플] 대전 맛집 | 통영 여행 브이로그 | 동성커플,조회수 8.5천회,https://www.youtube.com/watch?v=h2uuJ2lxzg4
61,대전 맛집 [양사싯골] 죽을 고비 넘겨가며 가본 친구들의 인생청국장집,조회수 8.5천회,https://www.youtube.com/watch?v=-NqtJEmqZrc
62,9000원에 참숯석쇠불백과 김치찌개 까지?? 충남대생이 인정하는 대전 불백 맛집.,조회수 8.5천회,https://www.youtube.com/watch?v=P3OFnSrjN5k
63,"[대전맛집-59] 칼국수,수육전문점 뚝방칼국수",조회수 8.4천회,https://www.youtube.com/watch?v=liGmiRWOf8M
64,[대전맛집]35년 칼국수와 수제비만 만들었습니다/칼국수맛집/수제비맛집,조회수 8천회,https://www.youtube.com/watch?v=M9P4CFKnpbQ
65,대전 맛집 추천 8군데...계속먹..는다.. l 대한민국 구석구석 영상 공모전,조회수 7.6천회,https://www.youtube.com/watch?v=Vena-mnSVM0
66,지금 놓치면 반드시 후회할 대전 신상 한우오마카세ㅣ대전엔 이가격에 이런집 또없지 |금방예약어려워지겠네😂,조회수 7.6천회,https://www.youtube.com/watch?v=0GV60VE5T7o
67,[대전맛집] 타지에서도 포장하러 온다는 독도새우맛집 !! 대전여행 오면 꼭 이곳은 들러야지~!^^,조회수 7.1천회,https://www.youtube.com/watch?v=xhOaHlz7klg
68,[대전맛집] 맛없는데는 과감하게 제끼고 살아남은 대전 맛집추천,조회수 7.1천회,https://www.youtube.com/watch?v=PScnrWENYXM
69,[대전맛집-74]천연발효 한정식 전문점 만복정,조회수 6.8천회,https://www.youtube.com/watch?v=8djiXW2AHh0
70,비빔국수 중면 수영후 허기짐 #대전맛집 #shorts,조회수 6.7천회,https://www.youtube.com/shorts/iHG1EwCl--w
71,[대전맛집] 로컬들만 아는 50년 전통 오징어칼국수 맛집,조회수 7.2천회,https://www.youtube.com/shorts/69y8wW7V9Lw
72,노잼도시 대전의 맛있는 이야기! 대전 맛집 어디까지 먹어봤니?,조회수 6.3천회,https://www.youtube.com/watch?v=_69VEjX4G10
73,[대전맛집] 하루 2시간만 장사하는 30년 전통 대전 현지인 맛집,조회수 6.3천회,https://www.youtube.com/watch?v=ygKwRWhToOQ
74,"(맛있는 뉴스) 대전에서 맛보는 삼시세끼, 대전맛집 투어",조회수 5.9천회,https://www.youtube.com/watch?v=QJ_wJxdDDyY
75,모든 방송촬영 거부한 무한리필횟집 제가 촬영 했습니다...끝판킹횟집!,조회수 6천회,https://www.youtube.com/watch?v=AKOrHjDujXU
76,[대전맛집-38] 제주흑돼지 전문점 '흑돈가' 대전직영점,조회수 5.7천회,https://www.youtube.com/watch?v=3rPijo4ynkw
77,[대전맛집-56] 수제떡 전문점 '기품떡집',조회수 5.5천회,https://www.youtube.com/watch?v=4VBNgKuUE58
78,대전맛집-36 '왕부침',조회수 5.5천회,https://www.youtube.com/watch?v=tQ1PKZI8K60
